origin,target_month,horizon,model,actual,predicted
2025-01-01,2025-02-01,1,Holt-Winters (damped) [reference],48426,50569.41509722149
2025-01-01,2025-02-01,1,Seasonal Naive [reference],48426,48612.0
2025-01-01,2025-02-01,1,GAM,48426,55493.140783147086
2025-01-01,2025-03-01,2,Holt-Winters (damped) [reference],53142,53660.82565654822
2025-01-01,2025-03-01,2,Seasonal Naive [reference],53142,48339.0
2025-01-01,2025-03-01,2,GAM,53142,57412.268307893064
2025-01-01,2025-04-01,3,Holt-Winters (damped) [reference],55425,52666.321433880694
2025-01-01,2025-04-01,3,Seasonal Naive [reference],55425,51279.0
2025-01-01,2025-04-01,3,GAM,55425,53333.2739019626
2025-02-01,2025-03-01,1,Holt-Winters (damped) [reference],53142,53392.59674628931
2025-02-01,2025-03-01,1,Seasonal Naive [reference],53142,48339.0
2025-02-01,2025-03-01,1,GAM,53142,55002.41756820921
2025-02-01,2025-04-01,2,Holt-Winters (damped) [reference],55425,52268.903677396425
2025-02-01,2025-04-01,2,Seasonal Naive [reference],55425,51279.0
2025-02-01,2025-04-01,2,GAM,55425,51095.216765237084
2025-02-01,2025-05-01,3,Holt-Winters (damped) [reference],55560,54398.505564042025
2025-02-01,2025-05-01,3,Seasonal Naive [reference],55560,54405.0
2025-02-01,2025-05-01,3,GAM,55560,35459.15103739413
2025-03-01,2025-04-01,1,Holt-Winters (damped) [reference],55425,52193.60386224206
2025-03-01,2025-04-01,1,Seasonal Naive [reference],55425,51279.0
2025-03-01,2025-04-01,1,GAM,55425,50621.70600255644
2025-03-01,2025-05-01,2,Holt-Winters (damped) [reference],55560,54320.42537154353
2025-03-01,2025-05-01,2,Seasonal Naive [reference],55560,54405.0
2025-03-01,2025-05-01,2,GAM,55560,34844.46904801367
2025-03-01,2025-06-01,3,Holt-Winters (damped) [reference],55816,54115.17443310695
2025-03-01,2025-06-01,3,Seasonal Naive [reference],55816,48786.0
2025-03-01,2025-06-01,3,GAM,55816,48422.3792170113
2025-04-01,2025-05-01,1,Holt-Winters (damped) [reference],55560,55351.21696205364
2025-04-01,2025-05-01,1,Seasonal Naive [reference],55560,54405.0
2025-04-01,2025-05-01,1,GAM,55560,41273.354389615306
2025-04-01,2025-06-01,2,Holt-Winters (damped) [reference],55816,55194.35875703442
2025-04-01,2025-06-01,2,Seasonal Naive [reference],55816,48786.0
2025-04-01,2025-06-01,2,GAM,55816,51959.71820263285
2025-04-01,2025-07-01,3,Holt-Winters (damped) [reference],57442,53193.36849766413
2025-04-01,2025-07-01,3,Seasonal Naive [reference],57442,48010.0
2025-04-01,2025-07-01,3,GAM,57442,56158.61321662758
2025-05-01,2025-06-01,1,Holt-Winters (damped) [reference],55816,55244.86729899997
2025-05-01,2025-06-01,1,Seasonal Naive [reference],55816,48786.0
2025-05-01,2025-06-01,1,GAM,55816,55682.40287835676
2025-05-01,2025-07-01,2,Holt-Winters (damped) [reference],57442,53244.41538674759
2025-05-01,2025-07-01,2,Seasonal Naive [reference],57442,48010.0
2025-05-01,2025-07-01,2,GAM,57442,57240.21004902179
2025-05-01,2025-08-01,3,Holt-Winters (damped) [reference],52818,56308.99233002483
2025-05-01,2025-08-01,3,Seasonal Naive [reference],52818,52238.0
2025-05-01,2025-08-01,3,GAM,52818,56172.59027493417
2025-06-01,2025-07-01,1,Holt-Winters (damped) [reference],57442,53439.09505997725
2025-06-01,2025-07-01,1,Seasonal Naive [reference],57442,48010.0
2025-06-01,2025-07-01,1,GAM,57442,57337.62658916717
2025-06-01,2025-08-01,2,Holt-Winters (damped) [reference],52818,56502.04775117856
2025-06-01,2025-08-01,2,Seasonal Naive [reference],52818,52238.0
2025-06-01,2025-08-01,2,GAM,52818,56253.70279964278
2025-06-01,2025-09-01,3,Holt-Winters (damped) [reference],53545,56248.238496234604
2025-06-01,2025-09-01,3,Seasonal Naive [reference],53545,49458.0
2025-06-01,2025-09-01,3,GAM,53545,58550.82688261707
2025-07-01,2025-08-01,1,Holt-Winters (damped) [reference],52818,57831.366485203354
2025-07-01,2025-08-01,1,Seasonal Naive [reference],52818,52238.0
2025-07-01,2025-08-01,1,GAM,52818,56299.90148492935
2025-07-01,2025-09-01,2,Holt-Winters (damped) [reference],53545,57549.32455356322
